text,label
lol make it fun then,1
luckily i already passed the 21st and 36th,1
i love it now we havent play boredom adventure now we just have to play funny pvp d long live the axie,1
hurt you i dont care if anyone really does well or badly keep on nun writing that slp is going to 1 and keep on being happy ahahaha,1
prizes at certain levels will be interesting that way a new roadmap will open,1
take look at much more promising than axie and a great new start opportunity,1
this is why the nomenclature is changing to play and earn this game can be fun challenging and engaging it is just an added benefit that you can earn as well,1
hi friends we really rely on you i hope you can help axie infinity reach the moon,1
moon vault an exciting new multichain yield aggregatornbrewlabs audit amp rugdoc kycnintuitive ui and transparency in communitynvaults with only 45 profit feenchains bsc polygon fantom harmony cronosnvault examples banana apy 26308 ntelegram,1
i think that the idea of give each axie an amount of energy is a good idea that will encourage to many player to buy new axies and get extra energy,1
up up up slp boss,1
harvest moon type game within axie world hahahah i like those kind of games,1
nim kirver gonzalez i want to propose some ideas to you so axie can rise again like a new cointoken realy useful for the new minigames and adventure mode and it will give a real utility to the slp creating a burning method too and clear bots,1
id probably expand my assets by buying more axies land etc,1
i making money while waiting when i told people slp will go to 3 cents 1 week ago people said same thing you did we dont even have land builders program and bv3 yet keep your doge i will keep my axies,1
so ur dream when u join axie its about to get slp at 00000001 centnif u are a loyal player u understand why they do that and stay in the ship i think u need to play play to earn and no play and earn like axie its not sarcarstic its a real advice,1
aventure for fun haha nice try dude,1
so make it fun guys wake up,1
i can pay back with slp id greatly appreciate that,1
i am having a blast adventuring with slp,1
,1
hoping to add more utils for adventure in the future perhaps a rare drop after clearing a certain level that will contribute to origins body part upgrade,1
pegaxy will add new mini games like axie we are so excited about it pegaxy will rise to the top lucywehavepegaxy,1
such fun axie adventure better than gta5,1
we already play arena for fun with slp at 002,1
i am so inlove with their demo game is really cool for me i see another coming through,1
dude youre incredibly right i just recently found out about this project too but im already anticipating its growth did you know they have an ido coming up,1
this should definitely have been left as a reward,1
i like the gaming experience is topnotch recently ive noticed that is cooking up big things and is worth paying close attention to their game demo is just it,1
now please do the balancing energy thing i got alot of playable axies but i dont use them cause its better use my main team we need to incentivate the use of more axies happy with the changes if slp is keep going up,1
may the odds be in my favor,1
i think its going to be something cool i liked the style and the idea be sure to try it,1
to share my enthusiasm with art lovers,1
not yet but i already check this project it s look cool and so hot,1
heard about the game lounge looks interesting have you tried the beta,1
when the slp value increases above 007 players are still willing to choose to invest in games to earn slp for pvp and take risks with the community this is very constructive,1
axie still better i dont want gas fee from metasht,1
for fun of course aventure is very fun,1
omagad bro i already interested this game u said it was game lounge,1
it kinda game lounge i just check them and can talk that it seems really cool,1
game of blocks soon to the moon,1
it fun if they added an ai meta teams to trained with,1
for fun ahaahah to earn to play and you might earn,1
next update you will play arena for fun to reduce the minting,1
great update keep up the good work people who are angry because they cannot earn due to fact of not improving in the game this is the right direction if slp is 10 20 cents again and you make 50 slp per day that is 510 dollars per day time will show axie comeback stronger,1
yes i will ia realy fun,1
it makes total sense and everyone is happy because slp needed some tough love,1
still hoping and waiting sir,1
adventure is so fun said no one ever,1
lucky i just finish r 36300 slpbefore updte,1
best tweet ever for fun,1
thats why i work while playing axie for money,1
this is the way use adventure to learn the game then jump into the arena well done axie,1
i hope slp pump in 6pesos just for one day,1
fun i hated adventure from the start good riddance,1
buy my own axies but with mystic beautiful parts,1
i am agreed if you all want slp and make money please do a little effort,1
the burning mechanism is breeding new axies,1
looks more and more interesting me rather axie like to tame sweetest dragons now,1
prices arent stable yet chill dude,1
i can play axie everyday,1
i will buy axies and get as many as scholars i can getso i could help a lot people and help them earn so they could help families and friends as well,1
give me some meta axies and i will win the 1st place,1
i would buy land in axie,1
gonna build an axie infinity rip off so that i can make people enjoy a game and earn on it,1
daddy please join us here in axie,1
even with the previous price of slp060phple were still earning more then than nowlpassuming 50 win at 6slp per win x 6081nvsp x 15075nand even if they did badly in the arena theyll at least get 75slp guaranteed now its just ni might earn if i play,1
i guess so how to tell you relatively its the same for everyone but you cannot expect high return from minimal investment take your time to invest well sell your team and buy slp,1
stake it to win 05 axs a day aprox what itd let me breed you time a day,1
please have me buy them i want to have a happy lunar new year with my mom,1
better than sand that has 3 billion supply and only 1 billion in circulation,1
and buy more axies hopefully a mystic one too,1
i will buy u all,1
hope slp in 010 at least,1
i sell half of it so i can finally work abroad then the other half im reinvesting in axie teams slp staking etc,1
may pang so clean so good hahahahaha,1
i will buy a land farm ron buy more axies and then i wake up,1
i would give my mom a starting budget to start a small business i just want my mom to be happy and live a life she dream of,1
id buy for 202 of my closest friends 3,1
ill become a full fledge axie warrior,1
i will breed probably in real life too because of all the axs i will be getting,1
buy more axiescreate more competitive teams,1
buy land that is my goal ever since i start playing axie after that i will start stream on ytni think season 20 is the most enjoyable and competitive everyone wanna be top in the leaderbords to get that axs and sorry i wont get easy on you guys i need that axs to buy axies,1
ill be reinvesting it buy more axies to provide more scholarships started as a scholar reinvested everything and now i got 6 scholars,1
will buy axies too for sure,1
would probably buy a house and i will finish college,1
brag to all my friends,1
this game is truly incredible good nft games such as this one and always amaze me with their gameplay and graphic,1
i would tweet about it and maybe share some with our scholars,1
finnaly no boring adventure again,1
i will exchange it to weth and buy more axies for my scholars and personally build thems teams that i think would be fun to play and competitive at the same time,1
i will share some to my relativds and fruends,1
19 out of 20 my scholars stop playing the games since last season between 1000mmrme they are lucky get 10 win a per day 10 slp x002 20 cents for spend 2 hours,1
i bought a reptile so i can beat the reptile reptile plant combo,1
i hope these updates will help for slp pump,1
please help me buy them i want to have a happy lunar new year with my mom,1
buy my own axie team,1
i would buy new axies and help some friends who would like to get into the game but dont have the resources,1
i buy land in landgame axie infinity,1
wow great i hoping for that,1
here bro a gift of gratitude for the economic update,1
help and feed those hungry street children,1
i would quit my job lol,1
buy a car for my job and the rest axs i will hold it,1
buy 1 of every single meta axie,1
axiebuilders were building an axiethemed game inspired by classic snake but with some exciting twists,1
i will buy the mystic axies,1
ill buy more teams build build build,1
just got scammed 09 eth so yeah that would totally make up for that lol and get married,1
definetly buy a origin axie,1
honestly kindly inbox on instagram for his perfect service he is awesome and legit he just recovered mine,1
to be honest on instagram for his perfect service he is awesome and legit he just recovered mine,1
good day sirmaammanager im interested to get a scholarship,1
here got 14 wins and 6 losses tonight but i only got 71 slp for 20 energy still playing and enjoying the gamennbut its a good step on limiting the average daily minted slp hope slp will pump at least php 300 to php 500 on the following weeks or months,1
trying to make dawns work cuz theyre pretty,1
you will miss out by leaving,1
love the momentum phase were entering right now great things coming lets go,1
yep for sure its yours and its good to have his own opinion i understand but for me adventure its like out of the ecosysteme and some people abuse the system with bots ectnfor the short i think its the best for axie i think leave the ship its hard for this to me,1
im with my aap for this season they seem to be balanced and strong lets go,1
git good and time to reinvest,1
a real project and awesome roadmap if you want to win 100x buy and hold reward urubit,1
your bug sucks if you change it with plant with disguise that will help you go up and reach the moon,1
can anyone help me to buy these axies i want to rebuild my team and i just need some funds thank youn,1
leave now we will stay we love axie,1
omg my axies are back thanks to mcgincybertech on instagram or whatsapp him 12722261914 for your immediate recovery he is awesome and legit he just recovered mine,1
strategy chill and enjoy anticipate the strategy of the opponent,1
help us earn so we can buy better axie please releaae updates on slp burning for axie infinity we cant wait for origin,1
my team slptegy the moon,1
he seems to have made very good decisions free riders leave us no free slp anymore,1
please use slp in the new game this will revalue slp this so easy,1
the new season sucks crit 3 times in round 1 in each cards of 3 axie very perfert and cheers to this new season,1
holding the slps like the last season,1
my strategy is to buy 3 axies lol,1
since you nerf all of my scholar teams only the few ones that can battle arena stayed to play of my aap aab termi teams sideline now season 20 should be the last season release origins and burning mechanism to make this game fun again we have been so patient already,1
the idea of the changes is that less slp is produced because there is too much 4 times more than what is burned that is you make less slp but those are worth more,1
fun exciting gameplay made for everyone,1
my two scho stop playing becz they have weak axies xfer back to my accnt damit im enjoying arena with 40 energy thou less slp and cheap but yeah it satisfied me as a player im sad to my scho oldmates at pi no extra income to them but extra joy on plying to arena,1
like for slp above 2 cents,1
and this is really good news because most traders believe that this coin has a lot of potential and now look it has really a good mark in the market as well as on kucoins,1
if you say youve reduced the rewards then why did slp increase by 300 million after the start of season 20,1
then pump axs so that the rewards is beneficiary,1
sorry for the disturbance pls like and rt it will be a great help,1
nice the sentiments around origin release are heating up again looks like we scholars need to hustle more to gain slp for the future burnings soon there are 1500 like me already here the community is expanding,1
go to marketplace nice axie,1
hope slp to 004 usd again,1
i want to play the teams i want so ill reinvest in axie 100nmy cheap team would get a competition,1
lezgoooow slp up up up,1
if you lose an argument then better look for an exit comment good job and next time dont you ever flex your mmr coz its easy to achieved go ahead and play your pegaxy you need than money,1
what you want is free money fight for it and stopped crying,1
after that then the origin will be relased right so the slp will again right right,1
slp rewards have been rewards at certain levelsns sense,1
we kicked out the loyal players who spent money to buy axie and let us make a profit by copying the bottom slp great team ha ha,1
slp the crazy rise is coming,1
for s21 if you decide to give players that amount in axs so 200000 axs to the winner and so on this game will grow 10x in one month,1
slp still number 1 on kucoins weekly top gainers,1
this is true if you see the numbers of slp and trade data it dont look good but cryptos dont work that way fear and greed its more important than data and the team are building something new and huge think about that i believe in,1
thank you so much lt3,1
there is no maximum supply its an unlimited utility token its used for breeding and soon maybe other things in the game this fact has been transparent from the beginning,1
stop crying and play the game,1
im not blind i can see the risk and i can understand your point but i believe in with all my heart this project is so huge and fun that i cant not leave im going to stay even having 1 chance to see it become true,1
fly me to the moon,1
good thing for long term players less dau less supply more demand higher price,1
yeah they did to keep the players from leaving they buyback to make the slp a stable price thats why the slp keeps pumping 0018 then 0025 now and keeps pumping,1
5 slp a day gang lets gooooooo,1
at least the update is much more useful than you,1
they did slp buyback thats why slp pump twice,1
seems like slp will be 1 soon and x2 for axs,1
i wish you all the best,1
cool the gameplay and the visual design of this game is truly amazing hope this game and become more popular,1
this is a good update for long term low slp minting just dont let breeding cost higher again we die hahaha,1
i like it i like it,1
hope it helps on the slp prices if not its already gone,1
,1
i hope to see a better breakthrough in slp price he fell a lot i hope not too longgood luck,1
slp is harder to earn now niceee,1
optimistic but also ready for a bit of a winter glhf,1
i love this update this is pure play to earn gamingnly have to compete for the prize slp and if you want roi you need to play really well fight to get the money,1
good day manager can grind 10slp per day,1
lets trust the process guys even we get mad to this developers we cant do anything for now but to deal with it and thrive all i wish is best success both players and devs community the future is bright,1
go go go time to chase the new meta,1
good job drop me a dm guys,1
slp to the moon soon,1
at least slp gonna be 01 gtgtgt leastltltlt,1
heheheh looks sneaky anyways gl for season 20 and thanks for ur tweets hopefully land gameplay soon,1
no cheap slp anymore lol,1
i dont play axienit requires alot moneye soon we can earn good roi,1
i just get 20slp today so good,1
i got 16 slp today this is a big help for a scholar like me thanks a lot sky mavis,1
huge congratulations to axie infinity team ni am part of this amazing community since beginning,1
the best going for it,1
start online parttime job and get paid weekly,1
slp go to ath 040 cent,1
congratulations slp holders in binance,1
very soon the coinbase listing is on the way slp slp,1
congrats slp to the moon,1
best time to buy lets go wolverinu wolverinun,1
stake your axs and earn 137 rewards in vempire ddaos vemp token plus rewards in axs amp slp,1
please determine the maximum supply of slpnif you make your supply clear people will trust you morele like safe harbordy wants to go into a bottomless well,1
oh yeah this is lit lets go breeding spree slp,1
i stumbled across this video today i duno who this guy is but thanks i bought a bag of slp just intime,1
hopefully it will pump axs not only slp,1
i did my own research i earned and loss a lot in this game but i enjoy playing it i believe in this one,1
sir do you believe in the metaverse i do believe and i dont see slp as unlimited money i see slp as time spent playing the game in the future can be transformed into many many things thats why i like slp for me slp time,1
as long as the slp value increases to more than 007 us dollars players are still willing to choose to invest in the game to pvp to earn slp and develop together with my its very constructive,1
no im new to axie but i like games and playing,1
thankyou for lifting your game and giving us hope now lets make it thrive,1
congratulations axie community to the moon mars later after v3,1
road to 1 million followers,1
axis is a good project i am big fan my ronin adress is0x710c292b4e10d66a2a52847ea1cb9bdcd79092c8,1
a milli a milli a milli,1
could give a prize to all players who are with their axies firm and strong in axie infinity as a way of celebrating 1 million followers to come,1
hope the cute axie continue keep going,1
slp token the best project,1
lets make axie great again,1
please follow na great game to 1million nn to the moon follow,1
economic medicine was needed its great to see devs taking drastic decisions for the long term sustainability of the ecosystem short term pain for long term gain,1
lets continue to glorify slp,1
lets all get to 1m,1
6500 to the moon sir bryce,1
thank you for including axie league in your announcements nnour website is live for those who want to show interest in joining season 1,1
congrats man glad to have you,1
lets bring it on nto the moon,1
1m soon lets keep building axie to infinity,1
drop axie origins 1 million followers,1
really glad devs are doing something about slp,1
wow this is incredibly good just clicking dont agree i guess your skills too enjoy awesome brother,1
haha i hate this team toobut now i join them,1
just being optimistic for the next season,1
i think their doin fine sir honestly i just bought these terribly cute axies recently so i am still clicking buttons i think my biggest fear now are those who have aggressive plants with cattail i was 1600 i manage to go 1900 just by clicking buttons haha so pretty good,1
i love this new team that i just put together now im uploading it little by little while i learn to play with it,1
yes sir lets hit the 1m mark soon lets go,1
i always love using aap standard lam my first ever team in this game and still using it today the happy times wayback aap is a monster in season 18 reaching high mmr 1819k nearly and the stress because they got nerfed in s19 still loving it because i treat my axies as a pet,1
these are my boys my only team so far so my actual favorites haha axieteam axieinfinity,1
we fell a lot before and we still need a better breakthroughgood luck,1
bmp gang all the way whos with me,1
yup nerfing is fine for me after all axies have unlimited capacity to earn slp and they dont die,1
always loved using bbp not the strongest but well balanced and fun to use,1
spread love slp pampslp axieinfinity,1
what a great team dude props,1
my 3 days old team see you on s20,1
to celebrate axie 900k axie is going to give me 9000 slpn3ea5f4240638d57cab96a1249b790e9f6b5ca1e8n hahaha,1
our favorite team is the devs,1
wish i had it love that team,1
we love playing with our puns,1
i am very excited it touched mennow its time for you to see that ship sailing between your lands now only one land is missing,1
oh damn joined since april 2021 im not lucky ncan i get this one i love it so much,1
thanks im one of them,1
can i suggest a gundbound gameplay of axie i think its kinda cute and awesome,1
we have reserved 600 of these awesome items for future promotions such as tournaments contests and axie releasing events nnthe total supply of r0n1n21 is 3538,1
this is why the nft community is so strong,1
like for slp above 3 cents aim higher,1
im waiting for season 20 to buy some more axies,1
a lot of awesome tourneys taking place make sure you stay updated 6500 in rewards is insane,1
this is a good move axie so far so good give value to your community do collabs hire new recruits if you run out of ideas nyou couldve done sooner but oh well better late than never,1
axie infinity is awesome he can make the community panic and cheer up friends greetings slp,1
excited to see new people being added to the team so consistently,1
this is a real good move,1
congrats and welcome to the family,1
wow le todo tu hilo qu hermosa historia muchas felicidades eres una persona que desde tu foto de perfil ya ests transmitiendo alegra tienes una hija preciosa adelante embajador lets go to the moon,0
congratulations sir you make the world a little bit more beautiful every day,1
congratulations sir you really deserve it youre very kind and very helpful to our axie community more blessings to come such an inspiration,1
i love you k you for this great game,1
thanks you pump the slp price,1
super well deserved you have done a lot for our community you fill everyone around you with such god and positive energy n is just the beginning,1
congratulations lima love your journey,1
over the moon for you,1
congrats bro you deserve everything,1
congratulations brother were proud of you,1
felt a tear come down while reading your story congratulations you deserve all good things in life,1
free to play is here wow nice sir,1
wow thats why is slp pumping congratulation,1
congratssss and goodluck to you sirrrr,1
all of us have different stories to tell and yours is indeed a very inspiring and motivating congrats proud follower here godbless u and ur family,1
well deserved congrats and good luck to your journey god bless you and your family,1
congratulations lima u deserve all the good things in the world lt3,1
you are awesome thank you so much,1
congratulations on the new position well deserved latam is in good hands,1
hellooo victoriaaa youre so cuteee and u have a great dad lt3,1
congratulations se help make axieinfinity a very awesome game,1
welcome to ur new journey do always your best we believe in your skills,1
absolutely inspiring amp beautiful you rock and youre just getting started in impacting humanitynnim grateful we have ambassadors like you brother nnthe best is yet to come,1
good luck on your new journey kuya we lunacians always support n love younwagmi,1
congrats lima wow inspired by your story my salute,1
congratulatiosyou deserve all the love blessings and happiness you are also a blessing to us all thank you so much,1
congratulations lima you are outstanding kind outgoing and most warm hearted member of the community happy for you well deserved,1
this made me happy lima never changed up or threw any shade at when chips were down,1
congrats sir you deserve it,1
yes slp to the moon we should see slp back to 006 atleast,1
it has been a long way coming for you and im happy about your progress nngo and keep making your family friends and axis community proudnnone love,1
inspiring story keep motivating bless you sir,1
congrats brother you deserved everything youre receiving,1
congratulations i hope i can be at some event in lima i would love to be present,1
congratulation proud of you from philippines l ka namin,1
congrats lima and glad to hear youve transformed your experience of life,1
this is truly inspiring still battling with depression and anxiety but ill get there someday,1
congrats brother axie infinity is so lucky to have you,1
congratulations my friend nyoure so luckyn,1
congratulations lima we are so excited for you,1
well played congrats brother well deserved we love you and proud of you,1
congrats hard work pays off lets build,1
congrats you deserved all the happy moments,1
congratulations lima you deserve it and the axie community is a stronger place to have you officially on board keep spreading the positive energy and bringing more of latin american countries onboard,1
cograts bro nyou deserved all the blessing that came in to your life n philippines will keep supporting and loving you,1
congratsgreat fit to a great company,1
congratulations your life story is very inspiring thanks for sharing,1
chain reaction of happiness congratulations to you cant wait to see more smiles,1
dont you thinks that fucking beast with critical averages is far beyond any other axies i have double dusk and its funny that a beast could beat 3 character by it self nso fuck your strategy that someone like me bought a team about 1300 and now i stucked in 1200 mmr fuck u,1
nobody deserves it more than you brother keep on making huge strides and being the positivr force that you are congratulations,1
congratulation my friend you deserve it vamo con todo,1
bro you are awesome thank you for giving so much,1
wow so cool congrats lima ill never forget wen i almost met you in la followed you ever since cuz youre just so darn genuine amp kind adding so much value to the community cant wait to see where you go from here,1
congrats best wishes for you and i hope someday i can do this for my community too with the help of our axie nation of course,1
congratulations bro you inspired us every single day you have a great soul eres grande hermano un abrazo,1
congratulations brother god bless you and your family,1
congratulations brother love to see it continue spreading the positivity,1
what an amazing stories you have in your life sireverything you experience gives us a lesson to learn in lifethanks for sharing your stories with uskeep it up,1
yup cool card cant wait for origins,1
congrats brother you have been an amazing influence and community leader excited to see what you bring this year,1
no hate to this guy i guess congrats,1
very deserving one of the most sincere and humble axie community member,1
gods really love you sir,1
great to have you with us lima ning forward to meeting you irl eventually,1
passion is always the key family is a big motivator writing this as a father of a daughter too i dont know you personally but it is enough to see your face on a picture to feel the positive energy you are bringing to the world keep it up,1
congrats i feel you since i was bullied too for too long i meet my fiance and things are getting better now what is missing it to work with too,1
i cried reading your life because it touches me i know this life may give you a thousand reason to hate it but no they will give you a trillion times to smile and make the most out of it i know im starting from scratch right now but someday i will be proud of my achievements,1
congrats lima i from vn our community hopes for success of axie infinity and team axie this year,1
congratulations lima you deserve this buena suerte bro,1
wow sky mavis has been adding so many great team members thank you for sharing your story lima so inspiring,1
very happy for this ive connected with your story because i experienced a struggle with my own insecurities and also bulling id love to be part of one day axie infinity empowers us to pursue our best version,1
congrats lima im so happy to see this proud of you hermano,1
over the moon for you congrats bro,1
you are the not the only but one of the reasons why i am still having my faith on axie please dont stop spreading your positive vibes all over twitter space and i appreciate all your efforts with all the gas you are doing bless you and milestones to overcome you are the best,1
congratulations brother im so happy for you sky mavis and we all are better for having you,1
axie can do it with community supporting them lets win this fight and make axie great again,1
sage and dragoon all the way jewel,1
congrats brother youre changing the world n deserved,1
